codigo_bo,nome_municipio,nome_delegacia,ano_ocorrencia,mes_ocorrencia,data_ocorrencia_bo,hora_ocorrencia_bo,periodo_ocorrencia,dia_semana,local_ocorrencia,bairro,logradouro,latitude,longitude,artigo_ocorrencia,tipo_ocorrencia
Hd3052,Sorocaba,Ddm Sorocaba,2024,5,2024-05-23,15:30:00,Não Informado,Quinta-Feira,Casa,Vila Urbina,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gf3585,Sorocaba,Ddm Sorocaba,2024,5,2024-05-03,23:30:00,Não Informado,Sexta-Feira,Casa,Jardim Pagliato,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Go2898,Sorocaba,Ddm Votorantim,2024,5,2024-05-12,15:10:37,Não Informado,Domingo,Interior De Veículo Particular,Jardim Piazza Di Roma,Avenida Doutor Armando Pannunzio,-23.5226729,-47.4911307,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gi9067,Sorocaba,Ddm Sorocaba,2024,5,2024-05-08,07:00:00,Não Informado,Quarta-Feira,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gl9941,Sorocaba,Ddm Sorocaba,2024,5,2024-05-10,13:07:00,Não Informado,Sexta-Feira,Via Pública,Vila Barao,Rua Dezesseis,-23.4906933,-47.4890428,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gy6102,Sorocaba,Ddm Sorocaba,2024,5,2024-05-20,19:00:00,Não Informado,Segunda-Feira,Casa,Vila Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hc9473,Sorocaba,Ddm Sorocaba,2024,5,2024-05-24,,De Madrugada,Sexta-Feira,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gc8303,Sorocaba,Ddm Sorocaba,2024,5,2024-05-03,09:20:00,Não Informado,Sexta-Feira,Bazar,Centro,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Gi5936,Sorocaba,Ddm Sorocaba,2024,5,2024-05-01,11:30:00,Não Informado,Quarta-Feira,Casa,Jardim Carolina,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gt0180,Sorocaba,Ddm Votorantim,2024,5,2024-05-16,14:00:00,Não Informado,Quinta-Feira,Casas,Aparecidinha,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ha7712,Sorocaba,Ddm Sorocaba,2024,5,2024-05-20,,Em Hora Incerta,Segunda-Feira,Casa,Cajuru Do Sul,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gw9418,Sorocaba,Ddm Sorocaba,2024,5,2024-05-20,,Em Hora Incerta,Segunda-Feira,Casa,Brigadeiro Tobias,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Gf5092,Sorocaba,Ddm Sorocaba,2024,6,2022-06-01,,Em Hora Incerta,Quarta-Feira,Apartamento,Altos De Ipanema,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Go4764,Sorocaba,Ddm Sorocaba,2024,5,2024-05-07,,A Tarde,Terça-Feira,Casa,Jardim Betania,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Gg9345,Sorocaba,Ddm Sorocaba,2024,5,2024-05-06,,De Madrugada,Segunda-Feira,Casa,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gu2167,Sorocaba,Ddm Sorocaba,2024,5,2024-05-17,03:00:00,Não Informado,Sexta-Feira,Casa,Vila Nova Sorocaba,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gx7380,Sorocaba,Ddm Sorocaba,2024,5,2024-05-19,23:30:00,Não Informado,Domingo,Apartamentos,Carandá,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hd5739,Sorocaba,Ddm Sorocaba,2024,5,2024-05-23,,Em Hora Incerta,Quinta-Feira,Casa,Vila Nova Sorocaba,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gk4463,Sorocaba,Ddm Sorocaba,2024,5,2024-05-06,12:50:00,Não Informado,Segunda-Feira,Casa,Jardim Wanel Ville Iv,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Gk7438,Sorocaba,Ddm Sorocaba,2024,5,2024-05-08,,Em Hora Incerta,Quarta-Feira,Berçário/Creche,Jardim Montreal,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Hc3675,Sorocaba,Ddm Sorocaba,2024,5,2024-05-22,,Em Hora Incerta,Quarta-Feira,Casa,Conjunto Habitacional Julio De Mesquita,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Gi7056,Votorantim,Ddm Votorantim,2024,5,2024-05-05,23:00:47,Não Informado,Domingo,Casa,Jardim Tatiana,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gm4034,Sorocaba,Ddm Sorocaba,2024,5,2024-05-08,21:36:00,Não Informado,Quarta-Feira,Casa,Jardim Simus Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gu5318,Sorocaba,Ddm Sorocaba,2024,4,2024-04-26,,A Tarde,Sexta-Feira,Casa,Não Informado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gu5024,Sorocaba,Ddm Sorocaba,2024,5,2024-05-15,23:35:42,Não Informado,Quarta-Feira,Ônibus/Lotação/Trolebus,Vila Barcelona,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Go0461,Sorocaba,Ddm Sorocaba,2024,5,2024-05-10,21:00:00,Não Informado,Sexta-Feira,Casa,Vila João Romão,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gf2321,Sorocaba,Ddm Sorocaba,2024,5,2024-05-05,18:30:00,Não Informado,Domingo,Casa,Parque Vitoria Regia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Gg1444,Sorocaba,Ddm Sorocaba,2024,8,2020-08-01,20:00:00,Não Informado,Sábado,Casa,Parque Vitoria Regia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Gq9333,Sorocaba,Ddm Sorocaba,2024,5,2021-05-15,,Em Hora Incerta,Sábado,Casa,Não Informado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Gx2142,Sorocaba,Ddm Sorocaba,2024,1,2018-01-01,,Em Hora Incerta,Segunda-Feira,Casa,Jardim Casabranca I E Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Gb3794,Sorocaba,Ddm Sorocaba,2024,5,2024-05-02,07:00:00,Não Informado,Quinta-Feira,Berçário/Creche,Parque Das Laranjeiras,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gf2321,Sorocaba,Ddm Sorocaba,2024,5,2024-05-05,18:30:00,Não Informado,Domingo,Casa,Parque Vitoria Regia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gf4445,Sorocaba,Ddm Sorocaba,2024,5,2024-05-03,03:00:00,Não Informado,Sexta-Feira,Casa,Jardim J S Carvalho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gx2196,Sorocaba,Ddm Sorocaba,2024,5,2024-05-19,13:00:00,Não Informado,Domingo,Casa,Jardim Guaiba I E Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ha7853,Votorantim,Ddm Votorantim,2024,5,2024-05-22,13:30:03,Não Informado,Quarta-Feira,Casa,Não Informado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Go5968,Votorantim,Ddm Votorantim,2024,1,2024-01-29,06:30:28,Não Informado,Segunda-Feira,Praça,Vila Pedroso,Rua Antonio Alves Da Silva,-23.5784728,-47.4614431,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Gu7106,Votorantim,Ddm Votorantim,2024,5,2024-05-12,08:30:09,Não Informado,Domingo,Casa,Fornazari,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hi1072,Votorantim,Ddm Votorantim,2024,5,2024-05-26,16:30:00,Não Informado,Domingo,Casa,Santa Monica,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Go5867,Votorantim,Ddm Votorantim,2024,5,2024-05-13,13:45:16,Não Informado,Segunda-Feira,Ensino Fundamental,Vossoroca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Hz7917,Sorocaba,Ddm Sorocaba,2024,6,2024-06-01,02:00:00,Não Informado,Sábado,Casa,Vila Odim Antao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ib1401,Sorocaba,Ddm Sorocaba,2024,6,2024-06-11,15:30:00,Não Informado,Terça-Feira,Casa,Vila Olimpia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
It4922,Sorocaba,Ddm Sorocaba,2024,6,2024-06-26,12:30:57,Não Informado,Quarta-Feira,Casa,Vila Mineirao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hr6509,Sorocaba,Ddm Sorocaba,2024,6,2024-06-04,21:30:24,Não Informado,Terça-Feira,Residência,Jardim Maria Cristina,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Homicídio (Art. 121),Tentativa De Homicídio
Il7167,Sorocaba,Ddm Sorocaba,2024,1,2014-01-01,,Em Hora Incerta,Quarta-Feira,Casa,Jardim Sao Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
It2339,Sorocaba,Ddm Sorocaba,2024,12,2023-12-09,,A Noite,Sábado,Casa,Caputera,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Hz3545,Sorocaba,Ddm Sorocaba,2024,6,2024-06-09,19:00:38,Não Informado,Domingo,Casa,Jardim Magnolias,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Iq7432,Sorocaba,Ddm Sorocaba,2024,6,2024-06-23,23:00:52,Não Informado,Domingo,Casa,Vila Jardim,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hw6147,Sorocaba,Ddm Sorocaba,2024,6,2024-06-09,15:00:00,Não Informado,Domingo,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hz8287,Sorocaba,Ddm Sorocaba,2024,6,2024-06-11,19:00:00,Não Informado,Terça-Feira,Casa,Vila Carvalho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ih0159,Sorocaba,Ddm Sorocaba,2024,6,2024-06-17,12:00:12,Não Informado,Segunda-Feira,Casa,Jardim Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hr3468,Sorocaba,Ddm Sorocaba,2024,6,2024-06-05,13:30:20,Não Informado,Quarta-Feira,Lojas,Centro,Avenida Doutor Afonso Vergueiro,-23.4954504,-47.4613219,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ic4062,Sorocaba,Ddm Sorocaba,2024,6,2024-06-04,21:00:00,Não Informado,Terça-Feira,Casa,Jardim Lena,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
If6764,Sorocaba,Ddm Sorocaba,2024,6,2024-06-17,07:40:00,Não Informado,Segunda-Feira,Ensino Fundamental,Jardim Josane,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Im6270,Sorocaba,Ddm Sorocaba,2024,6,2024-06-21,08:46:00,Não Informado,Sexta-Feira,Casa,Jardim Topázio,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
It3398,Sorocaba,Ddm Sorocaba,2024,6,2024-06-25,19:30:03,Não Informado,Terça-Feira,Casa,Portal Do Eden I,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hq9404,Sorocaba,Ddm Sorocaba,2024,6,2024-06-04,,Em Hora Incerta,Terça-Feira,Casa,Genebra,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Hp4020,Sorocaba,Ddm Sorocaba,2024,5,2024-05-25,16:00:00,Não Informado,Sábado,Clube/Centro Esportivo,Vila Tortelli,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Hu1704,Sorocaba,Ddm Sorocaba,2024,4,2024-04-17,,Em Hora Incerta,Quarta-Feira,Casa,Vila Douglas Lara,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Ho6675,Sorocaba,Ddm Sorocaba,2024,5,2024-05-30,18:00:00,Não Informado,Quinta-Feira,Curso Preparatório/Outros,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Hs3164,Sorocaba,Ddm Sorocaba,2024,6,2024-06-03,13:00:00,Não Informado,Segunda-Feira,Casa,Vila Angelica,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hu4543,Sorocaba,Ddm Sorocaba,2024,6,2024-06-01,,A Noite,Sábado,Casa,Habiteto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hx1916,Sorocaba,Ddm Sorocaba,2024,6,2024-06-01,,A Tarde,Sábado,Casa,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Id5448,Sorocaba,Ddm Sorocaba,2024,6,2024-06-14,,Em Hora Incerta,Sexta-Feira,Casa,Habiteto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ie0931,Sorocaba,Ddm Sorocaba,2024,6,2024-06-13,05:50:00,Não Informado,Quinta-Feira,Casa,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ir7201,Sorocaba,Ddm Sorocaba,2024,6,2024-06-21,19:00:00,Não Informado,Sexta-Feira,Casa,Jardim Botucatu,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Iv2557,Sorocaba,Ddm Sorocaba,2024,6,2024-06-27,13:00:50,Não Informado,Quinta-Feira,Casa,Jardim Maria Eugenia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Iw2512,Sorocaba,Ddm Sorocaba,2024,6,2024-06-28,05:40:36,Não Informado,Sexta-Feira,Bar/Botequim,Vila Helena,Rua Artur Gonçalves,-23.473762789,-47.496321742,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hx6079,Sorocaba,Ddm Sorocaba,2024,6,2024-06-05,10:30:00,Não Informado,Quarta-Feira,Casa,Parque Esmeralda,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Hz5256,Sorocaba,Ddm Sorocaba,2024,6,2024-06-07,,Em Hora Incerta,Sexta-Feira,Casa,Jardim Simus,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ii3713,Sorocaba,Ddm Sorocaba,2024,10,2021-10-20,,Em Hora Incerta,Quarta-Feira,Casa,Jardim Ipiranga,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Hz2763,Sorocaba,Ddm Sorocaba,2024,6,2024-06-11,13:40:00,Não Informado,Terça-Feira,Outros,Wanel Ville,Avenida Paulo Emanuel De Almeida,-23.4893282,-47.5014868,Homicídio (Art. 121),Homicídio Doloso
Ia8925,Sorocaba,Ddm Sorocaba,2024,6,2024-06-08,02:00:34,Não Informado,Sábado,Casa,Ipanema Do Meio,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ig3840,Sorocaba,Ddm Sorocaba,2024,6,2024-06-16,23:00:00,Não Informado,Domingo,Casa,Jardim Itangua Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ig9071,Sorocaba,Ddm Sorocaba,2024,6,2024-06-17,03:00:19,Não Informado,Segunda-Feira,Acostamento,Parque Santa Isabel,Rodovia João Leme Dos Santos,-23.5701178,-47.5022796,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ij6008,Sorocaba,Ddm Sorocaba,2024,6,2024-06-19,08:20:22,Não Informado,Quarta-Feira,Casa,Jardim Wanel Ville Iv,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ij8252,Sorocaba,Ddm Sorocaba,2024,6,2024-06-06,20:30:00,Não Informado,Quinta-Feira,Casa,Júlio De Mesquita Filho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Is1848,Sorocaba,Ddm Sorocaba,2024,6,2024-06-25,14:39:00,Não Informado,Terça-Feira,Área Comum,Parque Esmeralda,Rua Romão Ramos Dos Santos,-23.4943035,-47.4939151,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
It6937,Sorocaba,Ddm Sorocaba,2024,6,2024-06-25,18:30:00,Não Informado,Terça-Feira,Casa,Parque Esmeralda,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hz2763,Sorocaba,Ddm Sorocaba,2024,6,2024-06-11,13:40:00,Não Informado,Terça-Feira,Outros,Wanel Ville,Avenida Paulo Emanuel De Almeida,-23.4893282,-47.5014868,Roubo (Art. 157),Roubo De Veículo
Il1999,Sorocaba,Ddm Sorocaba,2024,6,2024-06-20,12:37:00,Não Informado,Quinta-Feira,Casa,Vila Hortência,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Iv9092,Sorocaba,Ddm Sorocaba,2024,6,2024-06-28,07:30:00,Não Informado,Sexta-Feira,Casa,Vila Ana Moreno,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Il4013,Sorocaba,Ddm Sorocaba,2024,9,2023-09-17,,Em Hora Incerta,Domingo,Casa,Jardim Santo Andre,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Hn7096,Sorocaba,Ddm Sorocaba,2024,5,2024-05-07,15:30:00,Não Informado,Terça-Feira,Casa,Jardim J S Carvalho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ho1617,Sorocaba,Ddm Sorocaba,2024,5,2024-05-11,,Em Hora Incerta,Sábado,Casa,Jardim J S Carvalho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Iv6453,Sorocaba,Ddm Sorocaba,2024,6,2024-06-21,,Em Hora Incerta,Sexta-Feira,Casa,Jardim Eucaliptos,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Iq6033,Sorocaba,Ddm Sorocaba,2024,6,2024-06-24,07:00:00,Não Informado,Segunda-Feira,Casa,Jardim Maria Antonia Prado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
It7336,Sorocaba,Ddm Sorocaba,2024,6,2024-06-25,02:00:11,Não Informado,Terça-Feira,Casa,Jardim Sorocaba Park,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
It8382,Sorocaba,Ddm Sorocaba,2024,6,2024-06-26,10:00:20,Não Informado,Quarta-Feira,Casa,Parque Vitoria Regia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hz0793,Votorantim,Ddm Votorantim,2024,6,2024-06-10,20:25:35,Não Informado,Segunda-Feira,Via Pública,Protestantes,Rua Fernando Arcuri Júnior,-23.5498246,-47.4779969,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ig5681,Votorantim,Ddm Votorantim,2024,6,2024-06-16,18:00:08,Não Informado,Domingo,Casa,Santos Dumont,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hr0160,Votorantim,Ddm Votorantim,2024,5,2024-05-16,23:30:00,Não Informado,Quinta-Feira,Apartamento,Jardim Antonio Cassillo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Hr0160,Votorantim,Ddm Votorantim,2024,5,2024-05-16,23:30:00,Não Informado,Quinta-Feira,Apartamento,Jardim Antonio Cassillo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hu6571,Votorantim,Ddm Votorantim,2024,5,2024-05-31,01:45:44,Não Informado,Sexta-Feira,Casa,Vila Dominguinho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ia3945,Votorantim,Ddm Votorantim,2024,6,2024-06-11,13:40:00,Não Informado,Terça-Feira,Ensino Fundamental,Vila Nova,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ig0435,Votorantim,Ddm Votorantim,2024,6,2024-06-14,18:50:00,Não Informado,Sexta-Feira,Casa,Nova Votorantim,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ik0574,Votorantim,Ddm Votorantim,2024,5,2024-05-31,14:00:38,Não Informado,Sexta-Feira,Casa,Jardim Mirante Dos Ovnis,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Hp6720,Votorantim,Ddm Votorantim,2024,6,2024-06-03,16:09:00,Não Informado,Segunda-Feira,Casa,Jardim Archilla,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Hx1211,Votorantim,Ddm Votorantim,2024,6,2024-06-09,22:10:39,Não Informado,Domingo,Praça,Centro,Avenida 31 De Março,-23.5302273,-47.4495625,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Iq0532,Votorantim,Ddm Votorantim,2024,6,2024-06-24,00:30:39,Não Informado,Segunda-Feira,Área Comum,Centro,Avenida 31 De Março,-23.5302273,-47.4495625,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Iy5315,Sorocaba,Ddm Sorocaba,2024,7,2024-07-01,09:51:00,Não Informado,Segunda-Feira,Mercado,Jardim Maria Do Carmo,Avenida Dom Aguirre,-23.4694704,-47.4529311,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ja4826,Sorocaba,Ddm Sorocaba,2024,6,2024-06-30,02:00:00,Não Informado,Domingo,Casa,Vila Guimaraes,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ke4705,Sorocaba,Ddm Sorocaba,2024,7,2024-07-23,18:00:00,Não Informado,Terça-Feira,Salão De Festas/Buffet,Além Ponte,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Jv7583,Sorocaba,Ddm Sorocaba,2024,7,2024-07-17,,A Noite,Quarta-Feira,Casa,Jardim Sao Carlos,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jw1362,Sorocaba,Ddm Sorocaba,2024,7,2024-07-19,19:30:33,Não Informado,Sexta-Feira,Casa,Vila Augusto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Je7493,Sorocaba,Ddm Sorocaba,2024,7,2024-07-05,,Em Hora Incerta,Sexta-Feira,Casa,Jardim Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Js9619,Sorocaba,Ddm Sorocaba,2024,7,2024-07-17,07:00:00,Não Informado,Quarta-Feira,Casa,Jardim Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Kg8787,Sorocaba,Ddm Sorocaba,2024,7,2024-07-29,07:30:00,Não Informado,Segunda-Feira,Casa,Jardim Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jp0946,Sorocaba,Ddm Sorocaba,2024,7,2024-07-14,19:40:00,Não Informado,Domingo,Casa,Jardim Nilton Torres,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
