codigo_bo,nome_municipio,nome_delegacia,ano_ocorrencia,mes_ocorrencia,data_ocorrencia_bo,hora_ocorrencia_bo,periodo_ocorrencia,dia_semana,local_ocorrencia,bairro,logradouro,latitude,longitude,artigo_ocorrencia,tipo_ocorrencia
Cc9027,Votorantim,Ddm Votorantim,2024,2,2024-02-10,02:17:20,Não Informado,Sábado,Casa,Vila Dirce,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Cj0699,Votorantim,Ddm Votorantim,2024,2,2024-02-19,11:30:01,Não Informado,Segunda-Feira,Casa,Jardim Araujo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Cl7253,Votorantim,Ddm Votorantim,2024,2,2024-02-20,20:14:10,Não Informado,Terça-Feira,Casa,Jardim Araujo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Bm9194,Votorantim,Ddm Votorantim,2024,2,2024-02-01,08:00:00,Não Informado,Quinta-Feira,Casa,Jardim Araujo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ce1371,Votorantim,Ddm Votorantim,2024,2,2024-02-14,20:00:44,Não Informado,Quarta-Feira,Casa,Nova Votorantim,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cf3276,Votorantim,Ddm Votorantim,2024,2,2024-02-09,18:00:00,Não Informado,Sexta-Feira,Casa,Nova Votorantim,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ck3183,Votorantim,Ddm Votorantim,2024,2,2024-02-17,19:00:54,Não Informado,Sábado,Casa,Jardim Araujo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Co1231,Votorantim,Ddm Votorantim,2024,12,2022-12-16,02:30:16,Não Informado,Sexta-Feira,Via Pública,Altos De Votorantim,Rua Antônio Soares,-23.5396110529999,-47.417865274,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cr3735,Votorantim,Ddm Votorantim,2024,2,2024-02-25,01:30:27,Não Informado,Domingo,Casa,Jardim Sao Pedro,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cr7825,Votorantim,Ddm Votorantim,2024,2,2024-02-25,07:30:00,Não Informado,Domingo,Casa,Jardim Sao Pedro,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cs0394,Votorantim,Ddm Votorantim,2024,2,2024-02-25,14:30:00,Não Informado,Domingo,Casa,Altos Da Fortaleza,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cs3477,Votorantim,Ddm Votorantim,2024,2,2024-02-24,20:28:31,Não Informado,Sábado,Casa,Jardim Maria Lucia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ct1843,Votorantim,Ddm Votorantim,2024,2,2024-02-25,21:00:00,Não Informado,Domingo,Casa,Barra Funda,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cx5180,Votorantim,Ddm Votorantim,2024,2,2024-02-27,20:00:30,Não Informado,Terça-Feira,Casa,Jardim São Matheus,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bo4319,Votorantim,Ddm Votorantim,2024,2,2024-02-02,07:00:00,Não Informado,Sexta-Feira,Casa,Vossoroca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cd6324,Votorantim,Ddm Votorantim,2024,2,2024-02-14,17:00:00,Não Informado,Quarta-Feira,Lojas,Parque Bela Vista,Avenida Gisele Constantino,-23.5360247,-47.4644396,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Df5216,Sorocaba,Ddm Sorocaba,2024,3,2024-03-01,03:00:00,Não Informado,Sexta-Feira,Casa,Vila Asseituno,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dk9044,Sorocaba,Ddm Sorocaba,2024,3,2024-03-08,22:00:00,Não Informado,Sexta-Feira,Apartamento,Jardim Abaete,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dp0759,Sorocaba,Ddm Sorocaba,2024,3,2024-03-11,09:00:00,Não Informado,Segunda-Feira,Casa,Jardim Antonio Gomes,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dq9051,Sorocaba,Ddm Sorocaba,2024,3,2024-03-14,07:30:00,Não Informado,Quinta-Feira,Casa,Jardim Brasilandia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Eg7359,Sorocaba,Ddm Sorocaba,2024,3,2024-03-25,18:00:00,Não Informado,Segunda-Feira,Casa,Vila Fiori,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dm3404,Sorocaba,Ddm Sorocaba,2024,3,2024-03-10,21:00:00,Não Informado,Domingo,Hospital,Vila Haro,Rua Pedro José Senger,-23.5015969,-47.4362928,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ee7647,Sorocaba,Ddm Sorocaba,2024,3,2024-03-16,19:00:00,Não Informado,Sábado,Casa,Jardim Saira,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Do4891,Sorocaba,Ddm Sorocaba,2024,1,2024-01-22,,Em Hora Incerta,Segunda-Feira,Casa,Parque Campolim,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Dv3384,Sorocaba,Ddm Sorocaba,2024,4,2023-04-23,,A Tarde,Domingo,Sanitário Feminino,Parque Campolim,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ea2811,Sorocaba,Ddm Sorocaba,2024,3,2024-03-17,,A Tarde,Domingo,Casa,Vila Sao Joao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ef8703,Sorocaba,Ddm Votorantim,2024,3,2024-03-25,15:30:08,Não Informado,Segunda-Feira,Casa,Vila Jardini,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Eg4557,Sorocaba,Ddm Sorocaba,2024,3,2024-03-21,22:00:47,Não Informado,Quinta-Feira,Casa,Jardim Europa,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Eg4562,Sorocaba,Ddm Sorocaba,2024,3,2024-03-25,20:00:00,Não Informado,Segunda-Feira,Casa,Não Informado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ej5111,Sorocaba,Ddm Sorocaba,2024,3,2024-03-27,15:00:00,Não Informado,Quarta-Feira,Casa,Campolim,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Eg8380,Sorocaba,Ddm Sorocaba,2024,3,2024-03-12,,Em Hora Incerta,Terça-Feira,Casa,Dalmatas,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Dl0358,Sorocaba,Ddm Sorocaba,2024,3,2024-03-10,23:00:00,Não Informado,Domingo,Casa,Eden,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dv6020,Sorocaba,Ddm Sorocaba,2024,3,2024-03-18,10:00:00,Não Informado,Segunda-Feira,Casa,Aparecidinha,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cz5679,Sorocaba,Ddm Sorocaba,2024,2,2024-02-27,22:00:00,Não Informado,Terça-Feira,Via Pública,Jardim Maria Eugenia,Rua Maria Arruda De Moura Barros,-23.459879918,-47.487832107,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dc5033,Sorocaba,Ddm Sorocaba,2024,3,2024-03-03,01:30:00,Não Informado,Domingo,Via Pública,Vila Nova Sorocaba,Avenida Lindóia,-23.4721843,-47.4836893,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Df8432,Sorocaba,Ddm Sorocaba,2024,3,2024-03-06,14:15:00,Não Informado,Quarta-Feira,Casa,Jardim Sol Nascente,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dj0210,Sorocaba,Ddm Sorocaba,2024,3,2024-03-07,03:00:00,Não Informado,Quinta-Feira,Via Pública,Jardim Itangua,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Dc9730,Sorocaba,Ddm Sorocaba,2024,3,2024-03-01,15:00:00,Não Informado,Sexta-Feira,Apartamento,Vila Excelsior,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Df3913,Sorocaba,Ddm Sorocaba,2024,3,2024-03-03,,De Madrugada,Domingo,Via Pública,Jardim Tatiana,Rodovia João Leme Dos Santos,-23.5369373,-47.4896057,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dl7178,Sorocaba,Ddm Sorocaba,2024,3,2024-03-10,,De Madrugada,Domingo,Casa,Jardim Vera Cruz Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dq1974,Sorocaba,Ddm Sorocaba,2024,3,2024-03-14,08:24:00,Não Informado,Quinta-Feira,Casa,Ipiranga,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dr6900,Sorocaba,Ddm Sorocaba,2024,3,2024-03-14,01:00:00,Não Informado,Quinta-Feira,Casa,Quintais Do Imperador,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dz6700,Sorocaba,Ddm Sorocaba,2024,3,2024-03-21,06:00:00,Não Informado,Quinta-Feira,Casa,Jd Ipiranga,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ea3497,Sorocaba,Ddm Sorocaba,2024,3,2024-03-21,,De Madrugada,Quinta-Feira,Casa,Jardim Simus,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Eb0871,Sorocaba,Ddm Sorocaba,2024,3,2024-03-22,01:00:00,Não Informado,Sexta-Feira,Casa,Jardim Guaruja,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Eb3936,Votorantim,Ddm Votorantim,2024,2,2024-02-22,23:00:14,Não Informado,Quinta-Feira,Casas,Jardim Tatiana,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dj1426,Sorocaba,Ddm Sorocaba,2024,3,2024-03-06,22:00:00,Não Informado,Quarta-Feira,Casa,Jardim Sao Mateus,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Ej3017,Sorocaba,Ddm Sorocaba,2024,3,2024-03-28,03:00:00,Não Informado,Quinta-Feira,Via Pública,Jardim Vicente Silvano,Rua Luís Ricardo Mafei,-23.45910685,-47.464478813,Furto (Art. 155),Furto - Outros
Ej3017,Sorocaba,Ddm Sorocaba,2024,3,2024-03-28,03:00:00,Não Informado,Quinta-Feira,Via Pública,Jardim Vicente Silvano,Rua Luís Ricardo Mafei,-23.45910685,-47.464478813,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dl9197,Votorantim,Ddm Votorantim,2024,3,2024-03-06,16:30:00,Não Informado,Quarta-Feira,Casa,Jardim Serrano,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Du5516,Votorantim,Ddm Votorantim,2024,3,2024-03-17,06:00:00,Não Informado,Domingo,Casa,Jardim Tatiana,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Dv0909,Votorantim,Ddm Votorantim,2024,3,2024-03-15,01:00:00,Não Informado,Sexta-Feira,Casa,Vila Domingues,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Db6701,Votorantim,Ddm Votorantim,2024,3,2024-03-05,07:15:00,Não Informado,Terça-Feira,Casa,Jardim Sao Lucas,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dl0775,Votorantim,Ddm Votorantim,2024,3,2024-03-10,00:00:51,Não Informado,Domingo,Via Pública,Jardim Europa,Avenida José Gonçalves Romero,-23.5791811,-47.4620767,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dl7083,Votorantim,Ddm Votorantim,2024,3,2024-03-11,05:46:04,Não Informado,Segunda-Feira,Casa,Jardim Sao Lucas,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dp0679,Sorocaba,Ddm Votorantim,2024,2,2024-02-06,01:00:49,Não Informado,Terça-Feira,Via Pública,Jardim Tatiana,Rua Adriano Maciel De Queiroz,-23.543576,-47.4943833,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dv0909,Votorantim,Ddm Votorantim,2024,3,2024-03-15,01:00:00,Não Informado,Sexta-Feira,Casa,Vila Domingues,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dz8672,Votorantim,Ddm Votorantim,2024,3,2024-03-21,10:00:00,Não Informado,Quinta-Feira,Casa,Jardim Clarice I,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ee0496,Sorocaba,Ddm Votorantim,2024,3,2024-03-24,13:00:00,Não Informado,Domingo,Casa,Jardim Novo Mundo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Eh8829,Votorantim,Ddm Votorantim,2024,2,2024-02-21,16:25:11,Não Informado,Quarta-Feira,Casa,Green Valley,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Du6842,Votorantim,Ddm Votorantim,2024,3,2024-03-17,14:30:28,Não Informado,Domingo,Casa,Morros,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Df1102,Votorantim,Ddm Votorantim,2024,3,2024-03-05,20:00:00,Não Informado,Terça-Feira,Casa,B Funda,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dg8544,Votorantim,Ddm Votorantim,2024,3,2024-03-07,06:30:00,Não Informado,Quinta-Feira,Casa,Barra Funda,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dq4361,Votorantim,Ddm Votorantim,2024,3,2024-03-14,03:00:00,Não Informado,Quinta-Feira,Casa,Vila Garcia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Dv0858,Votorantim,Ddm Votorantim,2024,3,2024-03-14,19:00:23,Não Informado,Quinta-Feira,Casa,Vila Nova,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fc1237,Sorocaba,Ddm Sorocaba,2024,4,2024-04-04,,A Noite,Quinta-Feira,Casa,Jardim Fatima,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Fu2824,Sorocaba,Ddm Sorocaba,2024,4,2024-04-21,13:10:00,Não Informado,Domingo,Casa,Jardim Santa Rosália,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Er1845,Sorocaba,Ddm Sorocaba,2024,3,2024-03-26,,Em Hora Incerta,Terça-Feira,Casa,Jardim Magnolias,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Fi9913,Sorocaba,Ddm Sorocaba,2024,4,2024-04-18,08:30:00,Não Informado,Quinta-Feira,Casa,Jardim Paulistano,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Fb8886,Sorocaba,Ddm Sorocaba,2024,3,2024-03-30,,De Madrugada,Sábado,Apartamento,Jardim Aristocrata,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fn8311,Sorocaba,Ddm Sorocaba,2024,4,2024-04-22,09:00:00,Não Informado,Segunda-Feira,Casa,Jardim Paulistano,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ft7392,Sorocaba,Ddm Sorocaba,2024,12,2023-12-01,,Em Hora Incerta,Sexta-Feira,Casa,Vila Godoy,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Fa0344,Sorocaba,Ddm Sorocaba,2024,4,2024-04-11,04:00:00,Não Informado,Quinta-Feira,Casa,Vila Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fa2082,Sorocaba,Ddm Sorocaba,2024,4,2024-04-11,03:00:00,Não Informado,Quinta-Feira,Casa,Vila Mariza,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fa5767,Sorocaba,Ddm Sorocaba,2024,4,2024-04-08,20:00:00,Não Informado,Segunda-Feira,Casa,Vila Aeroporto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fw7790,Sorocaba,Ddm Sorocaba,2024,4,2024-04-28,18:00:00,Não Informado,Domingo,Casa,Jardim Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fx2999,Sorocaba,Ddm Sorocaba,2024,4,2024-04-24,,Em Hora Incerta,Quarta-Feira,Casa,Centro,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
En8133,Sorocaba,Ddm Votorantim,2024,4,2024-04-01,15:30:12,Não Informado,Segunda-Feira,Casa,Bela Flora,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ey9230,Sorocaba,Ddm Sorocaba,2024,4,2024-04-07,,De Madrugada,Domingo,Casa,Aparecidinha,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fk5695,Sorocaba,Ddm Sorocaba,2024,4,2024-04-19,08:00:00,Não Informado,Sexta-Feira,Casa,Portal Do Eden Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ep8689,Sorocaba,Ddm Sorocaba,2024,4,2024-04-03,08:30:00,Não Informado,Quarta-Feira,Casa,Brigadeiro Tobias,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ez4227,Sorocaba,Ddm Sorocaba,2024,4,2024-04-09,23:00:00,Não Informado,Terça-Feira,Casa,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
El8063,Sorocaba,Ddm Sorocaba,2024,3,2024-03-31,13:00:00,Não Informado,Domingo,Casa,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Em4035,Sorocaba,Ddm Sorocaba,2024,3,2024-03-31,,A Tarde,Domingo,Apartamento,Caranda,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
En0108,Sorocaba,Ddm Sorocaba,2024,3,2024-03-31,,A Tarde,Domingo,Casa,Habiteto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Eo3997,Sorocaba,Ddm Sorocaba,2024,3,2024-03-25,,Pela Manhã,Segunda-Feira,Casa,Jardim Flamboyant,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ep9607,Sorocaba,Ddm Sorocaba,2024,4,2024-04-03,10:00:00,Não Informado,Quarta-Feira,Casa,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ez3215,Sorocaba,Ddm Sorocaba,2024,4,2024-04-09,,A Tarde,Terça-Feira,Casa,Jardim Botucatu,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ez3851,Sorocaba,Ddm Sorocaba,2024,4,2024-04-10,06:50:00,Não Informado,Quarta-Feira,Apartamento,Caguaçu,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ff2011,Sorocaba,Ddm Sorocaba,2024,4,2024-04-14,20:40:00,Não Informado,Domingo,Bar/Botequim,Vila Helena,Rua Belo Horizonte,-23.4742493,-47.4952179,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fg4801,Sorocaba,Ddm Sorocaba,2024,4,2024-04-02,20:00:00,Não Informado,Terça-Feira,Casa,Parque Sao Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fi8013,Sorocaba,Ddm Sorocaba,2024,4,2024-04-17,23:00:00,Não Informado,Quarta-Feira,Apartamento,Jardim Betania,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fn7035,Sorocaba,Ddm Sorocaba,2024,4,2024-04-18,23:30:00,Não Informado,Quinta-Feira,Casa,Lopes De Oliveira,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fr2369,Sorocaba,Ddm Sorocaba,2024,11,2021-11-06,23:00:00,Não Informado,Sábado,Casa,Central Parque Sorocaba,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Ep2095,Sorocaba,Ddm Sorocaba,2024,4,2024-04-02,13:15:00,Não Informado,Terça-Feira,Berçário/Creche,Vila Nova Manchester,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Eo2862,Sorocaba,Ddm Sorocaba,2024,4,2024-04-02,,Pela Manhã,Terça-Feira,Casa,Ipiranga,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ep7791,Sorocaba,Ddm Sorocaba,2024,3,2024-03-31,19:00:00,Não Informado,Domingo,Casa,Chácaras Reunidas São Jorge,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fh8890,Sorocaba,Ddm Sorocaba,2024,4,2024-04-14,,Pela Manhã,Domingo,Via Pública,Jardim Santa Barbara,Rua Alberto Nogueira Padilha,-23.496822,-47.5215368,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fi1126,Sorocaba,Ddm Sorocaba,2024,4,2024-04-17,11:04:00,Não Informado,Quarta-Feira,Casa,Jardim Itangua Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fo8243,Sorocaba,Ddm Sorocaba,2024,4,2024-04-22,02:30:00,Não Informado,Segunda-Feira,Casa,Ipiranga,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Em8571,Sorocaba,Ddm Sorocaba,2024,4,2024-04-01,01:02:28,Não Informado,Segunda-Feira,Casa,Vila Barcelona,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ez8283,Sorocaba,Ddm Votorantim,2024,4,2024-04-09,19:00:00,Não Informado,Terça-Feira,Casa,Jardim Dias Lopes,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Fj2167,Sorocaba,Ddm Sorocaba,2024,4,2024-04-12,,Em Hora Incerta,Sexta-Feira,Casa,Santa Paulina,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Fr4834,Sorocaba,Ddm Sorocaba,2024,10,2022-10-01,20:18:17,Não Informado,Sábado,Casa,Jardim Santa Marina Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
En8452,Sorocaba,Ddm Sorocaba,2024,3,2024-03-31,23:00:00,Não Informado,Domingo,Casa,Parque Das Laranjeiras,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ep6462,Sorocaba,Ddm Sorocaba,2024,4,2024-04-02,01:40:00,Não Informado,Terça-Feira,Casa,Jardim J S Carvalho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ex7262,Sorocaba,Ddm Sorocaba,2024,4,2024-04-07,18:00:00,Não Informado,Domingo,Casa,Parque Vitoria Regia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ex8335,Sorocaba,Ddm Sorocaba,2024,4,2024-04-04,19:00:00,Não Informado,Quinta-Feira,Casa,Jardim Maria Cristina,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ez1130,Sorocaba,Ddm Sorocaba,2024,4,2024-04-07,15:00:00,Não Informado,Domingo,Casa,Jardim Santa Catarina,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
